SabioReactionID,Name,Role,Smiles
2144,6-Aminopenicillanate,Product,[H]C2(N)(C(=O)N1C(C(O)=O)C(C)(C)SC12([H]))
2150,(-)-Menthol,Substrate,CC(C)C1CCC(C)CC1(O)
2150,(-)-Menthone,Product,[H]C1(C)(CCC([H])(C(C)C)C(=O)C1)
2153,Chondroitin,Substrate,[*]OC2OC(CO)C(O)C(OC1OC(C(O)=O)C([*])C(O)C1(O))C2(NC(C)=O)
2153,Chondroitin 4-sulfate,Product,[*]OC2OC(CO)C(OS(O)(=O)=O)C(OC1OC(C(O)=O)C([*])C(O)C1(O))C2(NC(C)=O)
2154,Chondroitin 6-sulfate,Product,[*]OC2OC(COS(O)(=O)=O)C(O)C(OC1OC(C(O)=O)C([*])C(O)C1(O))C2(NC(C)=O)
2157,(Phosphate)n-1,Product,OP(O)(=O)OP(O)(=O)OP(O)(O)=O
2166,Coniferaldehyde,Substrate,COc1cc(C=CC=O)ccc1(O)
2167,Ferulate,Substrate,COc1cc(C=CC(O)=O)ccc1(O)
2169,(R)-2-Oxo-3-methylpentanoate,Product,CCC(C)C(=O)C(O)=O
2174,delta1-Piperideine-2-carboxylate,Product,OC(=O)C=1CCCCN=1
2176,"2,3,4,5-Tetrahydropyridine-2-carboxylate",Product,OC(=O)C1CCCC=N1
2179,Progesterone,Product,[H]C24(CCC1=CC(=O)CCC1(C)C4([H])(CCC3(C)(C(CCC23([H]))C(C)=O)))
2179,20alpha-Hydroxy-4-pregnen-3-one,Substrate,CC(O)C2CCC3C4CCC1=CC(=O)CCC1(C)C4(CCC23(C))
2180,"5alpha-Pregnane-3,20-dione",Substrate,[H]C34(CCC1([H])(C([H])(CCC2(C)(C([H])(CCC12([H]))C(C)=O))C4(C)(CCC(=O)C3)))
2182,Testosterone acetate,Product,[H]C2(CCC3([H])(C4([H])(CCC1=CC(=O)CCC1(C)C4([H])(CCC23(C)))))(OC(C)=O)
2188,Pregnenolone,Substrate,[H]C3(CCC2C4([H])(CC=C1CC(O)CCC1(C)C4([H])(CCC23(C))))(C(C)=O)
2191,"5beta-Pregnane-3,20-dione",Product,CC(=O)C2CCC3C4CCC1CC(=O)CCC1(C)C4(CCC23(C))
2192,Sinapoyl-CoA,Product,COc4cc(C=CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23)cc(OC)c4(O)
2192,Sinapoyl aldehyde,Substrate,COc1cc(C=CC=O)cc(OC)c1(O)
2193,Sinapate,Substrate,COc1cc(C=CC(O)=O)cc(OC)c1(O)
2195,Stearoyl-CoA,Substrate,CCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23
2195,Eicosanoyl-CoA,Product,CCCCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23
2202,Cyclohexanone,Substrate,O=C1CCCCC1
2202,6-Hexanolide,Product,O=C1CCCCCO1
2208,Dihydropteroate,Substrate,NC=2NC(=O)C=3N=C(CNc1ccc(cc1)C(O)=O)CNC=3(N=2)
2213,Itaconate,Product,C=C(CC(O)=O)C(O)=O
2215,(R)-5-Phosphomevalonate,Product,CC(O)(CCOP(O)(O)=O)CC(O)=O
2216,Mevaldate,Product,CC1(O)(CC(O)OC(=O)C1)
2222,Hydrocinnamate,Substrate,OC(=O)CCc1ccccc1
2224,2-Coumarate,Product,OC(=O)C=Cc1ccccc1(O)
2225,Cinnamoyl-CoA,Product,CC(C)(COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23)C(O)C(=O)NCCC(=O)NCCSC(=O)C=Cc4ccccc4
2230,L-Rhamnulose 1-phosphate,Substrate,CC(O)C(O)C(O)C(=O)COP(O)(O)=O
2232,Prostaglandin E2,Product,CCCCCC(O)C=CC1C(O)CC(=O)C1(CC=CCCCC(O)=O)
2233,"(5Z,13E)-(15S)-9alpha,15-Dihydroxy-11-oxoprosta-5,13-dienoate",Product,CCCCCC(O)C=CC1C(=O)CC(O)C1(CC=CCCCC(O)=O)
2234,Prostaglandin I2,Product,CCCCCC(O)C=CC2C(O)CC1OC(=CCCCC(=O)O)CC12
2238,(S)-4-Amino-5-oxopentanoate,Product,[H]C(=O)C(N)CCC(O)=O
2240,5-Aminovaleric acid,Substrate,NCCCCC(O)=O
2240,5-Oxopentanoate,Product,[H]C(=O)CCCC(O)=O
2244,5-Dehydro-4-deoxy-D-glucarate,Substrate,OC(=O)C(=O)CC(O)C(O)C(O)=O
2248,N-Acetyl-L-glutamate 5-semialdehyde,Product,[H]C(=O)CCC(NC(C)=O)C(O)=O
2250,N-Formimino-L-glutamate,Substrate,N=CNC(CCC(O)=O)C(O)=O
2252,5-Formiminotetrahydrofolate,Substrate,N=CN3C(CNc1ccc(cc1)C(=O)NC(CCC(O)=O)C(O)=O)CNC=2N=C(N)NC(=O)C=23
2256,"L-2,3-Dihydrodipicolinate",Product,OC(=O)C1CC=CC(=N1)C(O)=O
2257,"L-2,4-Diaminobutyrate",Substrate,NCCC(N)C(O)=O
2268,Aristolochene,Product,CC(=C)C1CC=C2CCCC(C)C2(C)(C1)
2270,(+)-ABA,Product,CC(C=CC1(O)(C(C)=CC(=O)CC1(C)(C)))=CC(O)=O
2281,dTDPglucose,Product,CC1=CN(C(=O)NC1(=O))C3CC(O)C(COP(O)(=O)OP(O)(=O)OC2OC(CO)C(O)C(O)C2(O))O3
2293,Acetoin,Substrate,CC(O)C(C)=O
2293,Diacetyl,Product,CC(=O)C(C)=O
2296,Estrone,Product,[H]C23(CCC4(C)(C(=O)CCC4([H])(C3([H])(CCc1cc(O)ccc12))))
2298,Estrone 3-sulfate,Product,CC23(CCC1c4ccc(cc4(CCC1C3(CCC2(=O))))OS(O)(=O)=O)
2302,2-Hydroxyestrone,Product,[H]C23(CCC4(C)(C(=O)CCC4([H])(C3([H])(CCc1cc(O)c(O)cc12))))
2305,Estrone 3-glucuronide,Product,[H]C24(CCC5(C)(C(=O)CCC5([H])(C4([H])(CCc1cc(ccc12)OC3OC(C(=O)O)C(O)C(O)C3(O)))))
2309,Pectin,Substrate,[*]C4OC(C(O)=O)C(OC3OC(C(=O)OC)C(OC2OC(C(O)=O)C(OC1OC(C([*])C(O)C1(O))C(=O)OC)C(O)C2(O))C(O)C3(O))C(O)C4(O)
2314,all-trans-Retinyl palmitate,Product,CCCCCCCCCCCCCCCC(=O)OCC=C(C)C=CC=C(C)C=CC1=C(C)CCCC1(C)(C)
2317,Ecdysone,Substrate,[H]C13(CCC4(C)(C(CCC4(O)(C3(=CC(=O)C2([H])(CC(O)C(O)CC12(C)))))C(C)C(O)CCC(C)(C)O))
2317,3-Dehydroecdysone,Product,[H]C14(CC(=O)C(O)CC4(C)(C2CCC3(C)(C(CCC3(O)(C2(=CC1(=O))))C(C)C(O)CCC(C)(C)O)))
2321,1-Propanol,Substrate,CCCO
2323,5-Hydroxyferulate,Substrate,COc1cc(C=CC(O)=O)cc(O)c1(O)
2324,1-Sinapoyl-D-glucose,Product,COc2cc(C=CC(O)=O)cc(OC)c2(OC1OC(CO)C(O)C(O)C1(O))
2325,Sinapine,Substrate,COc1cc(C=CC(=O)OCC[N+](C)(C)C)cc(OC)c1(O)
2326,4-Hydroxyphenylacetaldehyde,Product,O=CCc1ccc(O)cc1
2336,3-Dehydrocarnitine,Product,C[N+](C)(C)CC(=O)CC(=O)O
2337,4-Trimethylammoniobutanoate,Substrate,C[N+](C)(C)CCCC(O)=O
2340,Glutarate,Product,OC(=O)CCCC(O)=O
2346,Thiocysteine,Product,NC(CSS)C(O)=O
2347,S-Sulfo-L-cysteine,Product,NC(CSS(O)(=O)=O)C(O)=O
2350,Shikimate 3-phosphate,Product,OC(=O)C=1CC(O)C(O)C(C=1)OP(O)(O)=O
2350,Shikimate,Substrate,OC(=O)C=1CC(O)C(O)C(O)C=1
2354,trans-5-O-(4-Coumaroyl)shikimate,Product,Oc1ccc(cc1)C=CC(=O)OC2CC(=CC(O)C2(O))C(=O)O
2362,D-Xylonate,Product,OCC(O)C(O)C(O)C(O)=O
2365,D-Erythritol 4-phosphate,Product,OCC(O)C(O)COP(O)(O)=O
2365,Erythrol,Substrate,OCC(O)C(O)CO
2366,D-Erythrulose,Product,OCC(O)C(=O)CO
2368,3-Sulfopyruvate,Product,OC(=O)C(=O)CS(O)(=O)=O
2371,Quercitrin,Substrate,CC4OC(OC=2C(=O)c3c(O)cc(O)cc3(OC=2(c1ccc(O)c(O)c1)))C(O)C(O)C4(O)
2371,L-Rhamnose,Product,CC1OC(O)C(O)C(O)C1(O)
2372,L-Rhamnulose,Product,CC(O)C(O)C(O)C(=O)CO
2376,Eriodictyol,Product,Oc1cc(O)c2C(=O)CC(Oc2(c1))c3ccc(O)c(O)c3
2376,Naringenin,Substrate,Oc1ccc(cc1)C2CC(=O)c3c(O)cc(O)cc3(O2)
2381,"2,4,6-Trihydroxybenzophenone",Product,Oc1cc(O)c(c(O)c1)C(=O)c2ccccc2
2382,3-Hydroxybenzoyl-CoA,Product,CC(C)(COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23)C(O)C(=O)NCCC(=O)NCCSC(=O)c4cccc(O)c4
2395,Hexadecanol,Substrate,CCCCCCCCCCCCCCCCO
2397,Dihydrosphingosine 1-phosphate,Substrate,CCCCCCCCCCCCCCCC(O)C(N)COP(O)(O)=O
2398,3-(4-Deoxy-beta-D-gluc-4-enuronosyl)-N-acetyl-D-glucosamine,Product,CC(=O)NC2C(O)OC(CO)C(O)C2(OC1OC(=CC(O)C1(O))C(O)=O)
2398,Hyaluronate,Substrate,[*]OC2OC(C(O)=O)C(OC1OC(CO)C(O)C(O[*])C1(NC(C)=O))C(O)C2(O)
2400,Cysteamine,Substrate,NCCS
2401,(-)-trans-Carveol,Product,CC(=C)C1CC=C(C)C(O)C1
2405,Pantoate,Substrate,CC(C)(CO)C(O)C(O)=O
2406,(R)-Pantothenate,Product,CC(C)(CO)C(O)C(=O)NCCC(O)=O
2408,"5alpha-Androstane-3,17-dione",Product,[H]C23(CCC1C4CCC(=O)C4(C)(CCC1C3(C)(CCC(=O)C2)))
2408,Androsterone,Substrate,[H]C23(CCC1([H])(C4([H])(CCC(=O)C4(C)(CCC1([H])C3(C)(CCC(O)C2)))))
2419,"2,5-Dihydroxybenzoic acid",Substrate,Oc1ccc(O)c(c1)C(O)=O
2422,Nitrous oxide,Product,[N-]=[N+]=O
2427,"Androst-5-ene-3beta,17beta-diol",Product,[H]C24(CC=C1CC(O)CCC1(C)C4([H])(CCC3(C)(C(O)CCC23([H]))))
2428,"Androst-4-ene-3beta,17beta-diol",Product,[H]C24(CCC1=CC(O)CCC1(C)C4([H])(CCC3(C)(C(O)CCC23([H]))))
2430,Testosterone glucuronide,Product,[H]C25(CCC1=CC(=O)CCC1(C)C5([H])(CCC3(C)(C(CCC23([H]))OC4OC(C(O)=O)C(O)C(O)C4(O))))
2432,Pinosylvin,Product,Oc2cc(O)cc(C=Cc1ccccc1)c2
2433,Cinnamaldehyde,Substrate,[H]C(=O)C=Cc1ccccc1
2437,Trimethylamine N-oxide,Substrate,C[N+](C)(C)[O-]
2437,Dimethylamine,Product,CNC
2438,"NG,NG-Dimethyl-L-arginine",Substrate,CN(C)C(=N)NCCCC(N)C(O)=O
2439,Homogentisate,Product,OC(=O)Cc1cc(O)ccc1(O)
2440,3-Hydroxyphenylacetate,Substrate,OC(=O)Cc1cccc(O)c1
2444,4-Maleylacetoacetate,Product,OC(=O)C=CC(=O)CC(=O)CC(O)=O
2450,Hydroxyacetone,Product,CC(=O)CO
2453,Noradrenaline,Substrate,NCC(O)c1ccc(O)c(O)c1
2453,L-Adrenaline,Product,CNCC(O)c1ccc(O)c(O)c1
2456,Phenylacetate,Product,OC(=O)Cc1ccccc1
2458,Phenylacetyl-CoA,Product,CC(C)(COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23)C(O)C(=O)NCCC(=O)NCCSC(=O)Cc4ccccc4
2465,Toluol,Product,Cc1ccccc1
2468,Cyclopentanol,Substrate,OC1CCCC1
2468,Cyclopentanone,Product,O=C1CCCC1
2469,5-Valerolactone,Product,O=C1CCCCO1
2471,(R)-Prunasin,Substrate,[H]C(C#N)(OC1OC(CO)C(O)C(O)C1(O))c2ccccc2
2471,Mandelonitrile,Product,N#CC(O)c1ccccc1
2472,Trimethylamine,Substrate,CN(C)C
2474,4-Hydroxyaniline,Product,Nc1ccc(O)cc1
2478,Betaine,Product,C[N+](C)(C)CC(=O)[O-]
2487,"(5Z,13E)-11alpha-Hydroxy-9,15-dioxoprost-13-enoate",Product,CCCCCC(=O)C=CC1C(O)CC(=O)C1(CC=CCCCC(O)=O)
2488,Prostaglandin F2alpha,Substrate,CCCCCC(O)C=CC1C(O)CC(O)C1(CC=CCCCC(O)=O)
2489,Prostaglandin A2,Product,CCCCCC(O)C=CC1C=CC(=O)C1(CC=CCCCC(O)=O)
2490,Proteine tyrosine,Substrate,[*]NC(=O)C(Cc1ccc(O)cc1)NC([*])=O
2490,Protein tyrosine phosphate,Product,[*]NC(=O)C(Cc1ccc(cc1)OP(O)(O)=O)NC([*])=O
2493,2-Deoxy-D-glucose,Product,OCC1OC(O)CC(O)C1(O)
2493,2-Deoxy-D-glucose 6-phosphate,Substrate,OC1CC(O)C(O)C(COP(O)(O)=O)O1
2499,Coniferyl alcohol,Substrate,COc1cc(C=CCO)ccc1(O)
2500,Coniferin,Product,COc2cc(C=CCO)ccc2(OC1OC(CO)C(O)C(O)C1(O))
2503,N-Acylneuraminate,Product,[*]C(=O)NC1C(O)CC(O)(OC1(C(O)C(O)CO))C(O)=O
2503,N-Acylneuraminate 9-phosphate,Substrate,[*]C(=O)NC1C(O)CC(O)(OC1(C(O)C(O)COP(O)(O)=O))C(O)=O
2504,CMP-N-acylneuraminate,Substrate,[*]C(=O)NC1C(O)CC(OC1(C(O)C(O)CO))(OP(O)(=O)OCC2OC(C(O)C2(O))N3C=CC(N)=NC3(=O))C(O)=O
2507,"2-Hydroxy-2,4-pentadienoate",Substrate,C=CC=C(O)C(O)=O
2508,(Z)-5-Oxohex-2-enedioate,Substrate,OC(=O)C=CCC(=O)C(O)=O
2509,"2-Hydroxy-6-oxonona-2,4-diene-1,9-dioate",Product,OC(=O)CCC(=O)C=CC=C(O)C(O)=O
2512,"2-Hydroxy-6-oxo-6-phenylhexa-2,4-dienoate",Substrate,OC(=O)C(O)=CC=CC(=O)c1ccccc1
2516,Phenylethyl alcohol,Substrate,OCCc1ccccc1
2519,Styrene oxide,Substrate,c1ccc(cc1)C2CO2
2522,3-Sulfinylpyruvate,Product,OC(=O)C(=O)CS(=O)=O
2536,UDP-L-arabinose,Product,O=C1C=CN(C(=O)N1)C3OC(COP(O)(=O)OP(O)(=O)OC2OCC(O)C(O)C2(O))C(O)C3(O)
2545,N-Acetyl-L-glutamyl 5-phosphate,Product,CC(=O)NC(CCC(=O)OP(O)(O)=O)C(O)=O
2552,3-Maleylpyruvate,Product,OC(=O)C=CC(=O)CC(=O)C(O)=O
2556,2-Methylprop-2-enoyl-CoA,Product,CC(=C)C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23
2560,"2,3-Bisphospho-D-glycerate",Product,OC(=O)C(COP(O)(O)=O)OP(O)(O)=O
2561,2-Amino-3-carboxymuconate semialdehyde,Product,[H]C(=O)C=CC(C(O)=O)=C(N)C(O)=O
2565,2-Aminophenol,Product,Nc1ccccc1(O)
2578,15-Keto-prostaglandin F2alpha,Product,CCCCCC(=O)C=CC1C(O)CC(O)C1(CC=CCCCC(O)=O)
2591,"3,4-Dihydroxyphenylacetate",Product,OC(=O)Cc1ccc(O)c(O)c1
2592,4-Hydroxyphenylacetyl-CoA,Product,CC(C)(COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23)C(O)C(=O)NCCC(=O)NCCSC(=O)Cc4ccc(O)cc4
2602,4-Hydroxymandelonitrile,Substrate,N#CC(O)c1ccc(O)cc1
2602,Dhurrin,Product,[H]C(C#N)(OC1OC(CO)C(O)C(O)C1(O))c2ccc(O)cc2
2621,"N-Succinyl-LL-2,6-diaminoheptanedioate",Substrate,NC(CCCC(NC(=O)CCC(O)=O)C(O)=O)C(O)=O
2628,1-(1-Alkenyl)-sn-glycero-3-phosphocholine,Substrate,[*]C=COCC(O)COP(O)(=O)OCC[N+](C)(C)C
2639,2-Hydroxymuconate,Product,OC(=O)C=CC=C(O)C(O)=O
2641,Methylmalonate,Product,CC(C(O)=O)C(O)=O
2646,N-Acyl-D-mannosamine 6-phosphate,Product,[*]C(=O)NC1C(O)OC(COP(O)(O)=O)C(O)C1(O)
2648,dTDP-4-dehydro-6-deoxy-D-glucose,Product,CC1=CN(C(=O)NC1(=O))C3CC(O)C(COP(O)(=O)OP(O)(=O)OC2OC(C)C(=O)C(O)C2(O))O3
2649,"dTDP-4-acetamido-4,6-dideoxy-D-glucose",Substrate,CC(=O)NC3C(C)OC(OP(O)(=O)OP(O)(=O)OCC1OC(CC1(O))N2C=C(C)C(=O)NC2(=O))C(O)C3(O)
2650,"dTDP-4-amino-4,6-dideoxy-D-glucose",Substrate,CC1=CN(C(=O)NC1(=O))C3CC(O)C(COP(O)(=O)OP(O)(=O)OC2OC(C)C(N)C(O)C2(O))O3
2654,dTDP-L-rhamnose,Substrate,CC1=CN(C(=O)NC1(=O))C3CC(O)C(COP(O)(=O)OP(O)(=O)OC2OC(C)C(O)C(O)C2(O))O3
2659,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate,Product,CC(=O)NC1C(OC(CO)C(O)C1(OC(C)C(=O)NC(C)C(=O)NC(CCC(O)=O)C(O)=O))OP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))N3C=CC(=O)NC3(=O)
2659,UDP-N-acetylmuramoyl-L-alanine,Substrate,CC(=O)NC1C(OC(CO)C(O)C1(OC(C)C(=O)NC(C)C(O)=O))OP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))N3C=CC(=O)NC3(=O)
2660,UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-L-lysine,Product,CC(=O)NC1C(OC(CO)C(O)C1(OC(C)C(=O)NC(C)C(=O)NC(CCC(O)=O)C(=O)NC(CCCCN)C(O)=O))OP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))N3C=CC(=O)NC3(=O)
2661,UDP-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-L-lysine,Product,CC(=O)NC1C(OC(CO)C(O)C1(OC(C)C(=O)NC(C)C(=O)NC(CCC(=O)NC(CCCCN)C(O)=O)C(O)=O))OP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))N3C=CC(=O)NC3(=O)
2662,"UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-meso-2,6-diaminopimelate",Product,CC(=O)NC1C(OC(CO)C(O)C1(OC(C)C(=O)NC(C)C(=O)NC(CCC(=O)NC(CCCC(N)C(O)=O)C(O)=O)C(O)=O))OP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))N3C=CC(=O)NC3(=O)
2666,"3alpha,12alpha-Dihydroxy-7-oxo-5beta-cholanate",Product,[H]C(C)(CCC(O)=O)C2CCC3([H])(C4([H])(C(=O)CC1([H])(CC(O)CCC1(C)C4([H])(CC(O)C23(C)))))
2666,"3alpha,7alpha,12alpha-Trihydroxy-5beta-cholanate",Substrate,[H]C12(CC(O)CCC1(C)C3([H])(CC(O)C4(C)(C([H])(CCC4([H])(C3([H])(C(O)C2)))C(C)CCC(O)=O)))
2667,"3alpha,7alpha-Dihydroxy-12-oxo-5beta-cholanate",Product,[H]C14(CC(O)CCC4(C)(C2CC(=O)C3(C)(C(CCC3(C2(C(O)C1)))C(C)CCC(O)=O)))
2669,Taurocholate,Substrate,[H]C14(CC(O)CCC4(C)(C2CC(O)C3(C)(C(CCC3(C2(C(O)C1)))C(C)CCC(=O)NCCS(O)(=O)=O)))
2673,Prostaglandin J2,Product,CCCCCC(O)C=CC1C(=O)C=CC1(CC=CCCCC(O)=O)
2679,I-,Substrate,[I-]
2679,Iodine,Product,II
2681,(R)-10-Hydroxystearate,Substrate,CCCCCCCCC(O)CCCCCCCCC(O)=O
2681,Oleate,Product,CCCCCCCCC=CCCCCCCCC(O)=O
2682,Oleoyl-[acyl-carrier protein],Substrate,[*]SC(=O)CCCCCCCC=CCCCCCCCC
2683,Pterin,Substrate,NC=1NC(=O)c2nccnc2(N=1)
2683,"2,4-Dihydroxypteridine",Product,Oc1nc(O)c2nccnc2(n1)
2684,Isoxanthopterin,Product,NC=1NC(=O)C=2N=CC(=O)NC=2(N=1)
2688,Epoxide,Substrate,[*]C1OC1([*])
2691,Dihydrolipoate,Product,OC(=O)CCCCC(CCS)S
2691,Lipoate,Substrate,[H]C1(CCCCC(O)=O)(CCSS1)
2698,Tropinone,Product,CN2C1CCC2(CC(=O)C1)
2698,Tropine,Substrate,CN2C1CCC2(CC(O)C1)
2700,Cortisol,Substrate,[H]C34(CCC(O)(C(=O)CO)C4(C)(CC(O)C2([H])(C3([H])(CCC1=CC(=O)CCC12(C)))))
2700,Cortisone,Product,[H]C34(CCC(O)(C(=O)CO)C4(C)(CC(=O)C2([H])(C3([H])(CCC1=CC(=O)CCC12(C)))))
2706,"11beta,17alpha,21-Trihydroxy-5beta-pregnane-3,20-dione",Substrate,[H]C23(CCC1([H])(C4([H])(CCC(O)(C(=O)CO)C4(C)(CC(O)C1([H])C3(C)(CCC(=O)C2)))))
2716,"2,5-Diaminohexanoate",Product,CC(N)CCC(N)C(O)=O
2721,Fluoroacetate,Product,OC(=O)CF
2733,Spermine,Product,NCCCNCCCCNCCCN
2734,Squalene,Product,CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC=C(C)C
2739,Vanillyl alcohol,Substrate,COc1cc(CO)ccc1(O)
2739,Vanillaldehyde,Product,COc1cc(C=O)ccc1(O)
2740,1-Octanol,Substrate,CCCCCCCCO
2740,1-Octanal,Product,CCCCCCCC=O
2753,"17alpha,21-Dihydroxy-5beta-pregnane-3,11,20-trione",Substrate,[H]C23(CCC1([H])(C4([H])(CCC(O)(C(=O)CO)C4(C)(CC(=O)C1([H])C3(C)(CCC(=O)C2)))))
2757,Naringenin 7-O-beta-D-glucoside,Product,OCC4OC(Oc1cc(O)c2C(=O)CC(Oc2(c1))c3ccc(O)cc3)C(O)C(O)C4(O)
2761,Phloretin,Substrate,Oc1ccc(cc1)CCC(=O)c2c(O)cc(O)cc2(O)
2761,Phloroglucinol,Product,Oc1cc(O)cc(O)c1
2761,Phloretate,Product,OC(=O)CCc1ccc(O)cc1
2762,all-trans-Retinoyl-beta-glucuronide,Product,CC(=CC=CC(C)=CC(=O)OC1OC(C(O)=O)C(O)C(O)C1(O))C=CC2=C(C)CCCC2(C)(C)
2779,L-Metanephrine,Product,CNCC(O)c1ccc(O)c(c1)OC
2780,CDPribitol,Product,NC=1C=CN(C(=O)N=1)C2OC(COP(O)(=O)OP(O)(=O)OCC(O)C(O)C(O)CO)C(O)C2(O)
2788,N5-Ethyl-L-glutamine,Product,CCNC(=O)CCC(N)C(O)=O
2788,Ethylamine,Substrate,CCN
2790,Genistein,Substrate,Oc1ccc(cc1)C2=COc3cc(O)cc(O)c3(C2(=O))
2790,Biochanin A,Product,COc1ccc(cc1)C2=COc3cc(O)cc(O)c3(C2(=O))
2791,Genistein 7-O-beta-D-glucoside,Product,OCC4OC(Oc1cc(O)c2C(=O)C(=COc2(c1))c3ccc(O)cc3)C(O)C(O)C4(O)
2795,Valeramide,Substrate,CCCCC(N)=O
2795,Pentanoate,Product,CCCCC(O)=O
2798,Aspirin,Substrate,CC(=O)Oc1ccccc1(C(O)=O)
2800,(+)-Camphor,Product,CC2(C)(C1CCC2(C)(C(=O)C1))
2800,(+)-Borneol,Substrate,[H]C1(O)(CC2CCC1(C)C2(C)(C))
2802,"(R,R)-Butane-2,3-diol",Substrate,CC(O)C(C)O
2808,4-Vinylphenol,Product,C=Cc1ccc(O)cc1
2818,Menaquinone,Substrate,CC(C)=CCCC(C)=CCC1=C(C)C(=O)c2ccccc2(C1(=O))
2818,Menaquinol,Product,CC(C)=CCCC(C)=CCc1c(C)c(O)c2ccccc2(c1(O))
2821,Naphthalene,Substrate,c1ccc2ccccc2(c1)
2821,"trans-1,2-Dihydronaphthalene-1,2-diol",Product,OC2C=Cc1ccccc1C2(O)
2823,Oxomalonate,Product,OC(=O)C(=O)C(O)=O
2823,Hydroxymalonate,Substrate,OC(=O)C(O)C(O)=O
2825,Pantetheine,Substrate,CC(C)(CO)C(O)C(=O)NCCC(=O)NCCS
2825,4'-Phosphopantetheine,Product,CC(C)(COP(O)(O)=O)C(O)C(=O)NCCC(=O)NCCS
2828,Sepiapterin,Substrate,CC(O)C(=O)C=1CNC=2N=C(N)NC(=O)C=2(N=1)
2828,Xanthopterin-B2,Product,CC(O)C(=O)C=1CNC=2NC(=O)NC(=O)C=2(N=1)
2829,"7,8-Dihydrobiopterin",Substrate,CC(O)C(O)C=1CNC=2N=C(N)NC(=O)C=2(N=1)
2830,Sphinganine,Substrate,CCCCCCCCCCCCCCCC(O)C(N)CO
2837,(R)-Amygdalin,Product,N#CC(OC2OC(COC1OC(CO)C(O)C(O)C1(O))C(O)C(O)C2(O))c3ccccc3
2840,3-Oxoadipate,Substrate,OC(=O)CCC(=O)CC(O)=O
2840,2-Maleylacetate,Product,OC(=O)C=CC(=O)CC(O)=O
2844,4-Pyridoxic acid,Product,Cc1ncc(CO)c(C(O)=O)c1(O)
2845,2-Methyl-3-hydroxy-5-formylpyridine-4-carboxylate,Product,Cc1ncc(C=O)c(C(O)=O)c1(O)
2854,Cytosine (in DNA),Substrate,[*]C4CC(O)C(COP(O)(=O)OC2CC(OC2(COP(O)(=O)OC1CC([*])OC1(CO)))N3C=CC(N)=NC3(=O))O4
2854,5-Methylcytosine (in DNA),Product,[*]C4CC(OP(O)(=O)OCC3OC([*])CC3(OP(O)(=O)OCC1OC(CC1(O))N2C=C(C)C(N)=NC2(=O)))C(CO)O4
2858,Formononetin,Substrate,COc1ccc(cc1)C2=COc3cc(O)ccc3(C2(=O))
2858,Calycosin,Product,COc1ccc(cc1(O))C2=COc3cc(O)ccc3(C2(=O))
2859,2'-Hydroxyformononetin,Product,COc1ccc(c(O)c1)C2=COc3cc(O)ccc3(C2(=O))
2868,D-4'-Phosphopantothenate,Product,CC(C)(COP(O)(O)=O)C(O)C(=O)NCCC(O)=O
2873,4-Nitrophenol,Substrate,Oc1ccc(cc1)[N+](=O)[O-]
2873,4-Nitrocatechol,Product,Oc1ccc(cc1(O))[N+](=O)[O-]
2874,4-Nitrophenyl phosphate,Substrate,O=[N+]([O-])c1ccc(cc1)OP(O)(O)=O
2878,Glutaconyl-1-CoA,Substrate,CC(C)(COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23)C(O)C(=O)NCCC(=O)NCCSC(=O)C=CCC(O)=O
