,SabioReactionID,Name,Role,Smiles
8521,2065,2-Methyl-3-oxopropanoate,Product,CC(C=O)C(O)=O
8522,2065,3-Hydroxy-2-methylpropanoate,Substrate,CC(CO)C(O)=O
8523,2065,H+,Product,[H]
8524,2065,NADH,Product,NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)
8533,2068,H2O,Substrate,[H]O[H]
8534,2068,Ethanolamine,Product,NCCO
8535,2068,Phosphatidylethanolamine,Substrate,[*]C(=O)OCC(COP(O)(=O)OCCN)OC([*])=O
8536,2068,Phosphatidate,Product,[*]C(=O)OCC(COP(O)(O)=O)OC([*])=O
8537,2069,H2O,Substrate,[H]O[H]
8538,2069,Ethanolamine phosphate,Product,NCCOP(O)(O)=O
8539,2069,Phosphatidylethanolamine,Substrate,[*]C(=O)OCC(COP(O)(=O)OCCN)OC([*])=O
8540,2069,"1,2-Diacyl-sn-glycerol",Product,[*]C(=O)OCC(CO)OC([*])=O
8541,2070,H2O,Substrate,[H]O[H]
8542,2070,Phosphatidylethanolamine,Substrate,[*]C(=O)OCC(COP(O)(=O)OCCN)OC([*])=O
8543,2070,Fatty acid,Product,[*]C(O)=O
8544,2070,1-Acyl-sn-glycero-3-phosphoethanolamine,Product,[*]C(=O)OCC(O)COP(O)(=O)OCCN
8549,2072,CO2,Product,O=C=O
8550,2072,Phosphatidylethanolamine,Product,[*]C(=O)OCC(COP(O)(=O)OCCN)OC([*])=O
8551,2072,Phosphatidylserine,Substrate,[*]C(=O)OCC(COP(O)(=O)OCC(N)C(O)=O)OC([*])=O
8552,2073,S-Adenosylhomocysteine,Product,NC(CCSCC1OC(C(O)C1(O))n3cnc2c(N)ncnc23)C(O)=O
8553,2073,S-Adenosylmethionine,Substrate,C[S+](CCC(N)C(O)=O)CC1OC(C(O)C1(O))n3cnc2c(N)ncnc23
8554,2073,Phosphatidylethanolamine,Substrate,[*]C(=O)OCC(COP(O)(=O)OCCN)OC([*])=O
8555,2073,Phosphatidyl-N-methylethanolamine,Product,[*]C(=O)OCC(COP(O)(=O)OCCNC)OC([*])=O
8556,2074,CMP,Product,NC=1C=CN(C(=O)N=1)C2OC(COP(O)(O)=O)C(O)C2(O)
8557,2074,Phosphatidylethanolamine,Product,[*]C(=O)OCC(COP(O)(=O)OCCN)OC([*])=O
8558,2074,CDPethanolamine,Substrate,NCCOP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(O))N2C=CC(N)=NC2(=O)
8559,2074,"1,2-Diacyl-sn-glycerol",Substrate,[*]C(=O)OCC(CO)OC([*])=O
8560,2075,Coenzyme A,Product,CC(C)(COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23)C(O)C(=O)NCCC(=O)NCCS
8561,2075,D-Glucosamine 6-phosphate,Substrate,NC1C(O)OC(COP(O)(O)=O)C(O)C1(O)
8562,2075,Acetyl-CoA,Substrate,CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23
8563,2075,N-Acetyl-D-glucosamine 6-phosphate,Product,CC(=O)NC1C(O)OC(COP(O)(O)=O)C(O)C1(O)
8564,2076,Acetate,Product,CC(O)=O
8565,2076,H2O,Substrate,[H]O[H]
8566,2076,D-Glucosamine 6-phosphate,Product,NC1C(O)OC(COP(O)(O)=O)C(O)C1(O)
8567,2076,N-Acetyl-D-glucosamine 6-phosphate,Substrate,CC(=O)NC1C(O)OC(COP(O)(O)=O)C(O)C1(O)
8568,2077,D-Glucosamine 6-phosphate,Product,NC1C(O)OC(COP(O)(O)=O)C(O)C1(O)
8569,2077,D-Glucosamine 1-phosphate,Substrate,NC1C(O)C(O)C(CO)OC1(OP(O)(O)=O)
8570,2078,Diphosphate,Product,OP(O)(=O)OP(O)(O)=O
8571,2078,Geranylgeranyl diphosphate,Product,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(O)(=O)OP(O)(O)=O
8572,2078,"trans,trans-Farnesyl diphosphate",Substrate,CC(C)=CCCC(C)=CCCC(C)=CCOP(O)(=O)OP(O)(O)=O
8573,2078,Isopentenyl diphosphate,Substrate,CC(=C)CCOP(O)(=O)OP(O)(O)=O
8574,2079,NADP+,Product,NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)
8575,2079,NADPH,Substrate,NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)
8576,2079,Geranylgeranyl diphosphate,Substrate,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(O)(=O)OP(O)(O)=O
8577,2079,H+,Substrate,[H]
8578,2079,Phytyl diphosphate,Product,CC(C)CCCC(C)CCCC(C)CCCC(C)=CCOP(=O)(O)OP(O)(=O)O
8582,2081,Diphosphate,Product,OP(O)(=O)OP(O)(O)=O
8583,2081,Geranylgeranyl diphosphate,Substrate,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(O)(=O)OP(O)(O)=O
8584,2081,Prephytoene diphosphate,Product,[H]C1(COP(O)(=O)OP(O)(O)=O)(C([H])(C=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)C1(C)(CCC=C(C)CCC=C(C)CCC=C(C)C))
8585,2081,H+,Product,[H]
8588,2083,Phosphate,Product,OP(O)(O)=O
8589,2083,H2O,Substrate,[H]O[H]
8590,2083,"D-Fructose 1,6-bisphosphate",Substrate,OC1C(COP(O)(O)=O)OC(O)(COP(O)(O)=O)C1(O)
8591,2083,D-Fructose 1-phosphate,Product,OCC1OC(O)(COP(O)(O)=O)C(O)C1(O)
8592,2084,Phosphate,Product,OP(O)(O)=O
8593,2084,H2O,Substrate,[H]O[H]
8594,2084,"D-Fructose 1,6-bisphosphate",Substrate,OC1C(COP(O)(O)=O)OC(O)(COP(O)(O)=O)C1(O)
8595,2084,beta-D-Fructose 6-phosphate,Product,C([C@@H]1[C@H]([C@@H]([C@](O1)(CO)O)O)O)OP(=O)(O)O
8602,2087,L-Glutamate,Product,NC(CCC(O)=O)C(O)=O
8603,2087,L-Dopa,Substrate,NC(Cc1ccc(O)c(O)c1)C(O)=O
8604,2087,2-Oxoglutarate,Substrate,OC(=O)CCC(=O)C(O)=O
8605,2087,"3-(3,4-Dihydroxyphenyl)pyruvate",Product,OC(=O)C(=O)Cc1ccc(O)c(O)c1
8606,2088,H2O,Product,[H]O[H]
8607,2088,L-Tyrosine,Substrate,NC(Cc1ccc(O)cc1)C(O)=O
8608,2088,L-Dopa,Product,NC(Cc1ccc(O)c(O)c1)C(O)=O
8609,2088,L-Dopa,Substrate,NC(Cc1ccc(O)c(O)c1)C(O)=O
8610,2088,Dopaquinone,Product,NC(CC=1C=CC(=O)C(=O)C=1)C(O)=O
8611,2088,O2,Substrate,O=O
8612,2089,NH3,Product,[H]N([H])[H]
8613,2089,L-Dopa,Substrate,NC(Cc1ccc(O)c(O)c1)C(O)=O
8614,2089,trans-Caffeate,Product,OC(=O)C=Cc1ccc(O)c(O)c1
8615,2090,CO2,Product,O=C=O
8616,2090,L-Dopa,Substrate,NC(Cc1ccc(O)c(O)c1)C(O)=O
8617,2090,Dopamine,Product,NCCc1ccc(O)c(O)c1
8624,2092,NADP+,Substrate,NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)
8625,2092,Coenzyme A,Substrate,CC(C)(COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23)C(O)C(=O)NCCC(=O)NCCS
8626,2092,NADPH,Product,NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)
8627,2092,3-Hydroxy-3-methylglutaryl-CoA,Product,CC(C)(COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23)C(O)C(=O)NCCC(=O)NCCSC(=O)CC(C)(O)CC(O)=O
8628,2092,(R)-Mevalonate,Substrate,CC(O)(CCO)CC(O)=O
8629,2092,H+,Product,[H]
8630,2093,Coenzyme A,Product,CC(C)(COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23)C(O)C(=O)NCCC(=O)NCCS
8631,2093,H2O,Substrate,[H]O[H]
8632,2093,3-Hydroxy-3-methylglutarate,Product,CC(O)(CC(O)=O)CC(O)=O
8633,2093,3-Hydroxy-3-methylglutaryl-CoA,Substrate,CC(C)(COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23)C(O)C(=O)NCCC(=O)NCCSC(=O)CC(C)(O)CC(O)=O
8638,2095,H2O,Product,[H]O[H]
8639,2095,3-Hydroxy-3-methylglutaryl-CoA,Substrate,CC(C)(COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23)C(O)C(=O)NCCC(=O)NCCSC(=O)CC(C)(O)CC(O)=O
8640,2095,trans-3-Methylglutaconyl-CoA,Product,CC(=CC(O)=O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23
8641,2096,N-Acetyl-D-glucosamine 6-phosphate,Substrate,CC(=O)NC1C(O)OC(COP(O)(O)=O)C(O)C1(O)
8642,2096,N-Acetyl-D-glucosamine 1-phosphate,Product,CC(=O)NC1C(O)C(O)C(CO)OC1(OP(O)(O)=O)
8643,2097,N-Acetyl-D-glucosamine 6-phosphate,Substrate,CC(=O)NC1C(O)OC(COP(O)(O)=O)C(O)C1(O)
8644,2097,N-Acetyl-D-mannosamine 6-phosphate,Product,CC(=O)NC1C(O)OC(COP(O)(O)=O)C(O)C1(O)
8645,2099,H2O,Substrate,[H]O[H]
8646,2099,alpha-D-Glucose,Product,OCC1OC(O)C(O)C(O)C1(O)
8647,2099,Amylose,Product,[*]OC1OC(CO)C([*])C(O)C1(O)
8648,2099,Starch,Substrate,[*]OC2OC(CO)C(OC1OC(CO)C(O[*])C(O)C1(O))C(O)C2(O)
8649,2100,Amylose,Substrate,[*]OC1OC(CO)C([*])C(O)C1(O)
8650,2100,Starch,Product,[*]OC2OC(CO)C(OC1OC(CO)C(O[*])C(O)C1(O))C(O)C2(O)
8651,2101,Phosphate,Substrate,OP(O)(O)=O
8652,2101,D-Glucose 1-phosphate,Product,OCC1OC(OP(O)(O)=O)C(O)C(O)C1(O)
8653,2101,Amylose,Product,[*]OC1OC(CO)C([*])C(O)C1(O)
8654,2101,Starch,Substrate,[*]OC2OC(CO)C(OC1OC(CO)C(O[*])C(O)C1(O))C(O)C2(O)
8655,2102,Starch,Substrate,[*]OC2OC(CO)C(OC1OC(CO)C(O[*])C(O)C1(O))C(O)C2(O)
8656,2102,Maltodextrin,Product,[*]OC2OC(CO)C(OC1OC(CO)C(O[*])C(O)C1(O))C(O)C2(O)
8657,2102,Maltose,Product,OCC2OC(OC1C(O)C(O)C(O)OC1(CO))C(O)C(O)C2(O)
8662,2104,Sterol,Substrate,OC4CCC1C(CCC2C3CCCC3(CCC12))C4
8663,2104,1-Acyl-sn-glycero-3-phosphocholine,Product,[*]C(=O)OCC(O)COP(=O)(O)OCC[N+](C)(C)C
8664,2104,Steryl ester,Product,[*]C(=O)OC4CCC1C(CCC2C3CCCC3(CCC12))C4
8665,2104,Phosphatidylcholine,Substrate,[*]C(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC([*])=O
8666,2105,H2O,Substrate,[H]O[H]
8667,2105,Sterol,Product,OC4CCC1C(CCC2C3CCCC3(CCC12))C4
8668,2105,Fatty acid,Product,[*]C(O)=O
8669,2105,Steryl ester,Substrate,[*]C(=O)OC4CCC1C(CCC2C3CCCC3(CCC12))C4
8670,2106,Sterol,Substrate,OC4CCC1C(CCC2C3CCCC3(CCC12))C4
8671,2106,"(S)-2,3-Epoxysqualene",Product,CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC1OC1(C)(C)
8672,2107,NADP+,Substrate,NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)
8673,2107,NADPH,Product,NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)
8674,2107,Zeatin,Product,[H]C(CNc2ncnc1ncnc12)=C(C)CO
8675,2107,Dihydrozeatin,Substrate,CC(CO)CCNc1ncnc2ncnc12
8676,2107,H+,Product,[H]
8677,2108,UDP,Product,O=C1C=CN(C(=O)N1)C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O)
8678,2108,Zeatin,Substrate,[H]C(CNc2ncnc1ncnc12)=C(C)CO
8679,2108,UDPglucose,Substrate,OCC3OC(OP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(O))N2C=CC(=O)NC2(=O))C(O)C(O)C3(O)
8680,2108,O-beta-D-Glucosylzeatin,Product,CC(=CCNc1ncnc2ncnc12)COC3OC(CO)C(O)C(O)C3(O)
8685,2110,Sucrose,Substrate,OCC2OC(OC1(CO)(OC(CO)C(O)C1(O)))C(O)C(O)C2(O)
8686,2110,D-Fructose,Product,OCC1OC(O)(CO)C(O)C1(O)
8687,2110,Dextran,Product,[*]OCC2OC(OCC1OC(O[*])C(O)C(O)C1(O))C(O)C(O)C2(O)
8688,2110,Dextran,Substrate,[*]OCC2OC(OCC1OC(O[*])C(O)C(O)C1(O))C(O)C(O)C2(O)
8689,2111,"(1,4-alpha-D-Glucosyl)n",Product,[*]OC1OC(CO)C(O)C(O)C1(O)
8690,2111,"(1,4-alpha-D-Glucosyl)n",Substrate,[*]OC1OC(CO)C(O)C(O)C1(O)
8691,2111,Dextran,Substrate,[*]OCC2OC(OCC1OC(O[*])C(O)C(O)C1(O))C(O)C(O)C2(O)
8692,2111,Dextran,Product,[*]OCC2OC(OCC1OC(O[*])C(O)C(O)C1(O))C(O)C(O)C2(O)
8693,2112,"Adenosine 3',5'-bisphosphate",Product,Nc3ncnc1c3(ncn1C2OC(COP(O)(O)=O)C(OP(O)(O)=O)C2(O))
8694,2112,Heparin,Product,[*]OC1C(O)C(OS(O)(=O)=O)C(OC1(C(O)=O))OC4C(CO)OC(OC3C(O)C(OS(O)(=O)=O)C(OC2C(O)C(NC(C)=O)C([*])OC2(COS(O)(=O)=O))OC3(C(O)=O))C(NS(O)(=O)=O)C4(OS(O)(=O)=O)
8695,2112,N-Desulfoheparin,Substrate,[*]OC2OC(COS(O)(=O)=O)C(OC1OC(C(O)=O)C(O[*])C(O)C1(OS(O)(=O)=O))C(O)C2(N)
8696,2112,3'-Phosphoadenylyl sulfate,Substrate,Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OS(O)(=O)=O)C(OP(O)(O)=O)C2(O))
8697,2113,NAD+,Substrate,c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N
8698,2113,H2O,Substrate,[H]O[H]
8699,2113,all-trans-Retinal,Substrate,CC(=CC=O)C=CC=C(C)C=CC1=C(C)CCCC1(C)(C)
8700,2113,Retinoate,Product,CC(=CC=CC(C)=CC(O)=O)C=CC1=C(C)CCCC1(C)(C)
8701,2113,H+,Product,[H]
8702,2113,NADH,Product,NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)
8703,2114,NAD+,Substrate,c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N
8704,2114,all-trans-Retinal,Product,CC(=CC=O)C=CC=C(C)C=CC1=C(C)CCCC1(C)(C)
8705,2114,all-trans-Retinol,Substrate,CC(=CCO)C=CC=C(C)C=CC1=C(C)CCCC1(C)(C)
8706,2114,H+,Product,[H]
8707,2114,NADH,Product,NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)
8708,2115,H2O,Substrate,[H]O[H]
8709,2115,all-trans-Retinal,Substrate,CC(=CC=O)C=CC=C(C)C=CC1=C(C)CCCC1(C)(C)
8710,2115,all-trans-Retinoate,Product,CC(=CC=CC(C)=CC(O)=O)C=CC1=C(C)CCCC1(C)(C)
8711,2115,H2O2,Product,OO
8712,2115,O2,Substrate,O=O
8713,2116,all-trans-Retinal,Substrate,CC(=CC=O)C=CC=C(C)C=CC1=C(C)CCCC1(C)(C)
8714,2116,11-cis-Retinal,Product,CC(=CC=O)C=CC=C(C)C=CC1=C(C)CCCC1(C)(C)
8717,2118,all-trans-Retinal,Substrate,CC(=CC=O)C=CC=C(C)C=CC1=C(C)CCCC1(C)(C)
8718,2118,Iodopsin,Product,[*]=CC=C(C)C=CC=C(C)C=CC1=C(C)CCCC1(C)(C)
8719,2119,all-trans-Retinal,Substrate,CC(=CC=O)C=CC=C(C)C=CC1=C(C)CCCC1(C)(C)
8720,2119,"3,4-Didehydroretinal",Product,CC(=CC=O)C=CC=C(C)C=CC1=C(C)C=CCC1(C)(C)
8742,2124,ADP,Product,Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O))
8743,2124,ATP,Substrate,Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O))
8744,2124,Thiamin,Substrate,Cc2ncc(C[n+]1csc(CCO)c1(C))c(N)n2
8745,2124,Thiamine monophosphate,Product,Cc2ncc(C[n+]1csc(CCOP(O)(O)=O)c1(C))c(N)n2
8746,2125,H2O,Product,[H]O[H]
8747,2125,Thiamin,Substrate,Cc2ncc(C[n+]1csc(CCO)c1(C))c(N)n2
8748,2125,Phosphate,Substrate,OP(O)(O)=O
8749,2125,Thiamine monophosphate,Product,Cc2ncc(C[n+]1csc(CCOP(O)(O)=O)c1(C))c(N)n2
8750,2126,ADP,Product,Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O))
8751,2126,ATP,Substrate,Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O))
8752,2126,Xylitol,Substrate,OCC(O)C(O)C(O)CO
8753,2126,Xylitol 5-phosphate,Product,OCC(O)C(O)C(O)COP(O)(O)=O
8761,2129,S-Adenosyl-L-homocysteine,Product,NC(CCSCC1OC(C(O)C1(O))n3cnc2c(N)ncnc23)C(O)=O
8762,2129,S-Adenosyl-L-methionine,Substrate,C[S+](CCC(N)C(O)=O)CC1OC(C(O)C1(O))n3cnc2c(N)ncnc23
8763,2129,Carnosine,Substrate,NCCC(=O)NC(Cc1cncn1)C(O)=O
8764,2129,beta-Alanyl-N(pai)-methyl-L-histidine,Product,Cn1cncc1(CC(NC(=O)CCN)C(O)=O)
8765,2130,O2,Substrate,O=O
8766,2130,NH3,Product,[H]N([H])[H]
8767,2130,Imidazole acetaldehyde,Product,O=CCc1cncn1
8768,2130,H2O,Substrate,[H]O[H]
8769,2130,Histamine,Substrate,NCCc1cncn1
8770,2130,H2O2,Product,OO
8787,2134,S-Adenosyl-L-homocysteine,Product,NC(CCSCC1OC(C(O)C1(O))n3cnc2c(N)ncnc23)C(O)=O
8788,2134,S-Adenosyl-L-methionine,Substrate,C[S+](CCC(N)C(O)=O)CC1OC(C(O)C1(O))n3cnc2c(N)ncnc23
8789,2134,N-Methylhistamine,Product,Cn1cnc(CCN)c1
8790,2134,Histamine,Substrate,NCCc1cncn1
8791,2135,O2,Substrate,O=O
8792,2135,Quercetin,Substrate,Oc1cc(O)c2C(=O)C(O)=C(Oc2(c1))c3ccc(O)c(O)c3
8793,2135,CO,Product,[C-]#[O+]
8794,2135,2-Protocatechoylphloroglucinolcarboxylate,Product,Oc1cc(O)c(C(O)=O)c(c1)OC(=O)c2ccc(O)c(O)c2
8795,2136,S-Adenosyl-L-homocysteine,Product,NC(CCSCC1OC(C(O)C1(O))n3cnc2c(N)ncnc23)C(O)=O
8796,2136,S-Adenosyl-L-methionine,Substrate,C[S+](CCC(N)C(O)=O)CC1OC(C(O)C1(O))n3cnc2c(N)ncnc23
8797,2136,Quercetin,Substrate,Oc1cc(O)c2C(=O)C(O)=C(Oc2(c1))c3ccc(O)c(O)c3
8798,2136,"3',4',5,7-Tetrahydroxy-3-methoxyflavone",Product,COC=2C(=O)c3c(O)cc(O)cc3(OC=2(c1ccc(O)c(O)c1))
8799,2137,UDP,Product,O=C1C=CN(C(=O)N1)C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O)
8800,2137,Quercetin,Substrate,Oc1cc(O)c2C(=O)C(O)=C(Oc2(c1))c3ccc(O)c(O)c3
8801,2137,UDPglucose,Substrate,OCC3OC(OP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(O))N2C=CC(=O)NC2(=O))C(O)C(O)C3(O)
8802,2137,Quercetin 3-O-glucoside,Product,OCC4OC(OC=2C(=O)c3c(O)cc(O)cc3(OC=2(c1ccc(O)c(O)c1)))C(O)C(O)C4(O)
8803,2138,"Adenosine 3',5'-bisphosphate",Product,Nc3ncnc1c3(ncn1C2OC(COP(O)(O)=O)C(OP(O)(O)=O)C2(O))
8804,2138,Quercetin,Substrate,Oc1cc(O)c2C(=O)C(O)=C(Oc2(c1))c3ccc(O)c(O)c3
8805,2138,Quercetin 3-sulfate,Product,Oc1cc(O)c2C(=O)C(OS(O)(=O)=O)=C(Oc2(c1))c3ccc(O)c(O)c3
8806,2138,3'-Phosphoadenylyl sulfate,Substrate,Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OS(O)(=O)=O)C(OP(O)(O)=O)C2(O))
8807,2139,O2,Substrate,O=O
8808,2139,CO2,Product,O=C=O
8809,2139,H2O,Product,[H]O[H]
8810,2139,Quercetin,Product,Oc1cc(O)c2C(=O)C(O)=C(Oc2(c1))c3ccc(O)c(O)c3
8811,2139,2-Oxoglutarate,Substrate,OC(=O)CCC(=O)C(O)=O
8812,2139,Succinate,Product,OC(=O)CCC(O)=O
8813,2139,Taxifolin,Substrate,Oc1cc(O)c2C(=O)C(O)C(Oc2(c1))c3ccc(O)c(O)c3
8819,2141,Ubiquinol,Substrate,COc1c(O)c(C)c(CC=C(C)CCC=C(C)C)c(O)c1(OC)
8820,2141,Ubiquinone,Product,COC=1C(=O)C(C)=C(CC=C(C)CCC=C(C)C)C(=O)C=1(OC)
8821,2141,Nitrite,Product,ON=O
8822,2141,Nitrate,Substrate,ON(=O)=O
8823,2142,Ubiquinol,Substrate,COc1c(O)c(C)c(CC=C(C)CCC=C(C)C)c(O)c1(OC)
8824,2142,Ubiquinone,Product,COC=1C(=O)C(C)=C(CC=C(C)CCC=C(C)C)C(=O)C=1(OC)
8825,2142,H+,Product,[H]
8826,2143,Trehalose 6-phosphate,Product,OCC2OC(OC1OC(COP(O)(O)=O)C(O)C(O)C1(O))C(O)C(O)C2(O)
8827,2143,GDP,Product,NC=1NC(=O)c2ncn(c2(N=1))C3OC(COP(O)(=O)OP(O)(O)=O)C(O)C3(O)
8828,2143,D-Glucose 6-phosphate,Substrate,OC1OC(COP(O)(O)=O)C(O)C(O)C1(O)
8829,2143,GDPglucose,Substrate,NC=1NC(=O)c2ncn(c2(N=1))C4OC(COP(O)(=O)OP(O)(=O)OC3OC(CO)C(O)C(O)C3(O))C(O)C4(O)
8830,2144,H2O,Substrate,[H]O[H]
8831,2144,Penicillin,Substrate,[*]C(=O)NC2([H])(C(=O)N1C(C(O)=O)C(C)(C)SC12([H]))
8832,2144,Carboxylate,Product,[*]C(=O)[O-]
8833,2144,6-Aminopenicillanate,Product,[H]C2(N)(C(=O)N1C(C(O)=O)C(C)(C)SC12([H]))
8842,2147,O2,Substrate,O=O
8843,2147,NH3,Product,[H]N([H])[H]
8844,2147,H2O,Substrate,[H]O[H]
8845,2147,Tryptamine,Substrate,NCCc1cnc2ccccc12
8846,2147,Indole-3-acetaldehyde,Product,O=CCc1cnc2ccccc12
8847,2147,H2O2,Product,OO
8848,2148,S-Adenosyl-L-homocysteine,Product,NC(CCSCC1OC(C(O)C1(O))n3cnc2c(N)ncnc23)C(O)=O
8849,2148,S-Adenosyl-L-methionine,Substrate,C[S+](CCC(N)C(O)=O)CC1OC(C(O)C1(O))n3cnc2c(N)ncnc23
8850,2148,Tryptamine,Substrate,NCCc1cnc2ccccc12
8851,2148,N-Methyltryptamine,Product,Cn2cc(CCN)c1ccccc12
8856,2150,NADP+,Substrate,NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)
8857,2150,NADPH,Product,NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)
8858,2150,(-)-Menthol,Substrate,CC(C)C1CCC(C)CC1(O)
8859,2150,(-)-Menthone,Product,[H]C1(C)(CCC([H])(C(C)C)C(=O)C1)
8860,2150,H+,Product,[H]
8872,2153,"Adenosine 3',5'-bisphosphate",Product,Nc3ncnc1c3(ncn1C2OC(COP(O)(O)=O)C(OP(O)(O)=O)C2(O))
8873,2153,Chondroitin,Substrate,[*]OC2OC(CO)C(O)C(OC1OC(C(O)=O)C([*])C(O)C1(O))C2(NC(C)=O)
8874,2153,Chondroitin 4-sulfate,Product,[*]OC2OC(CO)C(OS(O)(=O)=O)C(OC1OC(C(O)=O)C([*])C(O)C1(O))C2(NC(C)=O)
8875,2153,3'-Phosphoadenylyl sulfate,Substrate,Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OS(O)(=O)=O)C(OP(O)(O)=O)C2(O))
8876,2154,"Adenosine 3',5'-bisphosphate",Product,Nc3ncnc1c3(ncn1C2OC(COP(O)(O)=O)C(OP(O)(O)=O)C2(O))
8877,2154,Chondroitin,Substrate,[*]OC2OC(CO)C(O)C(OC1OC(C(O)=O)C([*])C(O)C1(O))C2(NC(C)=O)
8878,2154,Chondroitin 6-sulfate,Product,[*]OC2OC(COS(O)(=O)=O)C(O)C(OC1OC(C(O)=O)C([*])C(O)C1(O))C2(NC(C)=O)
8879,2154,3'-Phosphoadenylyl sulfate,Substrate,Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OS(O)(=O)=O)C(OP(O)(O)=O)C2(O))
8888,2157,ADP,Product,Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O))
8889,2157,ATP,Substrate,Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O))
