MW,logP,TPSA,Rings Count,Aromatic Rings,Heavy atoms count,Aliphatic Rings,CSP3,BalabanJ,Rotatable Bonds,H-bond donor,H-bond acceptor,Smiles
210.03756728,-3.4008000000000007,155.52,0,0,14,0,0.6666666666666666,4.4503778597717565,5,6,6,OC(=O)C(O)C(O)C(O)C(O)C(O)=O
546.1068286119998,-7.29609999999999,319.89000000000004,3,3,37,3,0.8333333333333334,1.8083289830385234,7,11,16,OC(=O)C3OC(OC1C(O)C(O)C(OC1(C(O)=O))OC2C(O)C(O)C(O)OC2(C(O)=O))C(O)C(O)C3(O)
145.073893212,-0.012699999999999989,66.4,0,0,10,0,0.6666666666666666,3.0550899395377584,4,2,2,CC(=O)NCCCC(O)=O
145.085126592,-0.6657299999999999,99.20000000000002,0,0,10,0,0.6,3.0550899395377584,4,4,2,NC(=N)NCCCC(O)=O
314.0684262399999,2.4275000000000024,113.29000000000002,2,2,19,2,1.0,2.141792010851426,4,3,4,[H]C2(CC1CCC2(C)(C1(C)(C)))(OP(O)(=O)OP(O)(O)=O)
136.125200512,3.308900000000002,0.0,1,1,10,1,0.6,2.495412226862891,1,0,0,CC=1CCC(CC=1)C(=C)C
165.045964212,-0.8330999999999991,80.39000000000001,0,0,10,0,0.8,3.4907296603908136,4,2,3,CS(=O)CCC(N)C(O)=O
300.024633246,-0.7864,148.82000000000002,0,0,19,0,0.75,4.324948465629916,10,3,9,[*]C(=O)OCC(COP(O)(=O)OCC(O)CO)OC([*])=O
508.00192237599975,0.09530000000000005,236.94999999999996,0,0,32,0,0.6923076923076923,4.583298093671061,18,3,15,[*]C(=O)OCC(COP(O)(=O)OCC(O)COP(O)(=O)OCC(COC([*])=O)OC([*])=O)OC([*])=O
155.03474443,-0.6849000000000002,78.78999999999999,0,0,9,0,1.0,3.1817722494383824,4,3,3,CNCCOP(O)(O)=O
446.06038072,-2.345999999999999,238.90999999999997,2,1,28,1,0.6363636363636364,2.0158008454293834,9,6,13,NCCOP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(O))N2C=CC(N)=NC2(=O)
104.047344116,-0.30060000000000003,57.53,0,0,7,0,0.75,3.3434170589539605,2,2,2,CC(CO)C(O)=O
269.030052974,-0.18089999999999995,134.38000000000002,0,0,17,0,0.7142857142857143,4.264755313509367,9,2,8,[*]C(=O)OCC(COP(O)(=O)OCCN)OC([*])=O
242.04296338600003,-0.8745000000000003,128.31,0,0,15,0,0.8333333333333334,3.7615385914518678,8,3,7,[*]C(=O)OCC(O)COP(O)(=O)OCCN
283.045703038,0.07979999999999993,120.39000000000001,0,0,18,0,0.75,4.239704915744159,10,2,8,[*]C(=O)OCC(COP(O)(=O)OCCNC)OC([*])=O
259.04570303800006,-3.138,162.70000000000002,1,1,16,1,1.0,2.747846398413264,3,6,7,NC1C(O)C(O)C(CO)OC1(OP(O)(O)=O)
450.19362675199983,6.3584000000000085,113.29000000000002,0,0,29,0,0.6,4.198249588397222,14,3,4,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(O)(=O)OP(O)(O)=O
456.2405769439998,6.598100000000009,113.29,0,0,29,0,0.9,3.890981825868212,17,3,4,CC(C)CCCC(C)CCCC(C)CCCC(C)=CCOP(=O)(O)OP(O)(=O)O
722.444027776,12.810099999999979,113.29000000000002,1,1,49,1,0.65,2.803589125667288,24,3,4,[H]C1(COP(O)(=O)OP(O)(O)=O)(C([H])(C=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)C1(C)(CCC=C(C)CCC=C(C)CCC=C(C)C))
196.03717335599998,0.29399999999999993,94.83,1,0,14,0,0.1111111111111111,2.831519833414496,3,3,4,OC(=O)C(=O)Cc1ccc(O)c(O)c1
153.078978592,0.5989999999999998,66.48,1,0,11,0,0.25,2.864712197425543,2,3,3,NCCc1ccc(O)c(O)c1
148.073558864,-0.40550000000000025,77.75999999999999,0,0,10,0,0.8333333333333334,3.7367942338714517,4,3,3,CC(O)(CCO)CC(O)=O
162.05282342,-0.3132,94.83000000000001,0,0,11,0,0.6666666666666666,3.9932448510731455,4,3,3,CC(O)(CC(O)=O)CC(O)=O
893.1469030139999,-0.9142999999999966,400.9299999999999,3,1,57,1,0.5925925925925926,1.4755854614668107,22,10,20,CC(=CC(O)=O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23
248.21401551600002,3.999900000000004,20.23,4,4,18,4,1.0,1.534482448992836,0,1,1,OC4CCC1C(CCC2C3CCCC3(CCC12))C4
275.201105104,4.693500000000005,26.3,4,4,20,4,0.9444444444444444,1.4400465139262153,1,0,2,[*]C(=O)OC4CCC1C(CCC2C3CCCC3(CCC12))C4
426.38616621999995,9.816199999999997,12.53,1,1,31,1,0.6666666666666666,2.154839369767776,15,0,1,CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC1OC1(C)(C)
340.10056145999994,-4.419999999999996,167.53,2,2,23,2,1.0,1.9633710238963686,6,6,11,[*]OCC2OC(OCC1OC(O[*])C(O)C(O)C1(O))C(O)C(O)C2(O)
1115.9964306,-9.666300000000012,579.2600000000001,4,4,69,4,0.8846153846153846,1.8313077245738825,22,13,29,[*]OC1C(O)C(OS(O)(=O)=O)C(OC1(C(O)=O))OC4C(CO)OC(OC3C(O)C(OS(O)(=O)=O)C(OC2C(O)C(NC(C)=O)C([*])OC2(COS(O)(=O)=O))OC3(C(O)=O))C(NS(O)(=O)=O)C4(OS(O)(=O)=O)
513.0094401479998,-4.707099999999994,277.12999999999994,2,2,32,2,0.9166666666666666,2.405091911127501,10,6,15,[*]OC2OC(COS(O)(=O)=O)C(OC1OC(C(O)=O)C(O[*])C(O)C1(OS(O)(=O)=O))C(O)C2(N)
300.208930136,5.602600000000005,37.3,1,1,22,1,0.45,2.7915849583616437,5,1,1,CC(=CC=CC(C)=CC(O)=O)C=CC1=C(C)CCCC1(C)(C)
286.22966558,5.510300000000005,20.23,1,1,21,1,0.5,2.775853160028001,5,1,1,CC(=CCO)C=CC=C(C)C=CC1=C(C)CCCC1(C)(C)
268.219100896,5.869500000000006,0.0,1,1,20,1,0.45,2.797306082028795,5,0,0,[*]=CC=C(C)C=CC=C(C)C=CC1=C(C)CCCC1(C)(C)
282.198365452,5.492900000000005,17.07,1,1,21,1,0.35,2.8230236957435757,5,0,1,CC(=CC=O)C=CC=C(C)C=CC1=C(C)C=CCC1(C)(C)
302.04265266,1.9880000000000002,131.36,3,0,22,0,0.0,2.3772579684492388,1,5,7,Oc1cc(O)c2C(=O)C(O)=C(Oc2(c1))c3ccc(O)c(O)c3
306.03756727999996,1.4263999999999997,144.52,2,0,22,0,0.0,2.393560799929054,3,5,7,Oc1cc(O)c(C(O)=O)c(c1)OC(=O)c2ccc(O)c(O)c2
316.058302724,2.2910000000000004,120.36000000000001,3,0,23,0,0.0625,2.4041584702112018,2,4,7,COC=2C(=O)c3c(O)cc(O)cc3(OC=2(c1ccc(O)c(O)c1))
464.09547607999986,-0.5389000000000002,210.50999999999996,4,1,33,1,0.2857142857142857,1.9090272550053893,4,8,12,OCC4OC(OC=2C(=O)c3c(O)cc(O)cc3(OC=2(c1ccc(O)c(O)c1)))C(O)C(O)C4(O)
381.99946752,1.4639999999999995,174.72999999999996,3,0,26,0,0.0,2.4400975414812582,3,5,9,Oc1cc(O)c2C(=O)C(OS(O)(=O)=O)=C(Oc2(c1))c3ccc(O)c(O)c3
304.058302724,1.1862999999999997,127.45000000000002,3,1,22,1,0.13333333333333333,2.0823933247037365,1,5,7,Oc1cc(O)c2C(=O)C(O)C(Oc2(c1))c3ccc(O)c(O)c3
243.043952832,-0.2392000000000003,86.71000000000001,2,2,16,2,0.6666666666666666,2.2145620409037003,2,2,4,[*]C(=O)NC2([H])(C(=O)N1C(C(O)=O)C(C)(C)SC12([H]))
216.056863244,-0.5393999999999997,83.63,2,2,14,2,0.75,2.3165502479971147,1,2,4,[H]C2(N)(C(=O)N1C(C(O)=O)C(C)(C)SC12([H]))
156.15141526,2.439500000000001,20.23,1,1,11,1,1.0,2.437159260034696,1,1,1,CC(C)C1CCC(C)CC1(O)
154.135765196,2.6477000000000013,17.07,1,1,11,1,0.9,2.5076939164331393,1,0,1,[H]C1(C)(CCC([H])(C(C)C)C(=O)C1)
379.111460492,-3.6955999999999944,184.23999999999998,2,2,26,2,0.8571428571428571,2.2851453342251165,6,6,10,[*]OC2OC(CO)C(O)C(OC1OC(C(O)=O)C([*])C(O)C1(O))C2(NC(C)=O)
459.06827535199994,-3.868499999999994,227.60999999999996,2,2,30,2,0.8571428571428571,2.4572735613235976,8,6,12,[*]OC2OC(CO)C(OS(O)(=O)=O)C(OC1OC(C(O)=O)C([*])C(O)C1(O))C2(NC(C)=O)
459.06827535199994,-3.868499999999994,227.60999999999999,2,2,30,2,0.8571428571428571,2.3203126773260374,8,6,12,[*]OC2OC(COS(O)(=O)=O)C(O)C(OC1OC(C(O)=O)C([*])C(O)C1(O))C2(NC(C)=O)
257.90955625000004,-0.6945999999999999,170.82,0,0,13,0,0.0,4.53646525197342,4,5,5,OP(O)(=O)OP(O)(=O)OP(O)(O)=O
178.06299418,1.6129,46.53,1,0,13,0,0.1,2.9852139042168555,3,1,3,COc1cc(C=CC=O)ccc1(O)
194.0579088,1.4986,66.76,1,0,14,0,0.1,2.9485073365729093,3,2,3,COc1cc(C=CC(O)=O)ccc1(O)
130.06299418,0.6861999999999999,54.37,0,0,9,0,0.6666666666666666,3.880888247861727,3,1,2,CCC(C)C(=O)C(O)=O
127.063328528,0.6959,49.66,1,1,9,1,0.6666666666666666,2.565103032608472,1,1,2,OC(=O)C=1CCCCN=1
127.063328528,0.6942999999999999,49.66,1,1,9,1,0.6666666666666666,2.49600282814327,1,1,2,OC(=O)C1CCCC=N1
314.2245802,4.723500000000005,34.14,4,4,23,4,0.8095238095238095,1.6696033124820637,1,0,2,[H]C24(CCC1=CC(=O)CCC1(C)C4([H])(CCC3(C)(C(CCC23([H]))C(C)=O)))
316.240230264,4.515300000000004,37.3,4,4,23,4,0.8571428571428571,1.6570236665952405,1,1,2,CC(O)C2CCC3C4CCC1=CC(=O)CCC1(C)C4(CCC23(C))
316.240230264,4.803400000000005,34.14,4,4,23,4,0.9047619047619048,1.626635859614304,1,0,2,[H]C34(CCC1([H])(C([H])(CCC2(C)(C([H])(CCC12([H]))C(C)=O))C4(C)(CCC(=O)C3)))
330.21949481999997,4.450000000000004,43.370000000000005,4,4,24,4,0.8095238095238095,1.621332560507921,1,0,3,[H]C2(CCC3([H])(C4([H])(CCC1=CC(=O)CCC1(C)C4([H])(CCC23(C)))))(OC(C)=O)
316.240230264,4.515300000000004,37.3,4,4,23,4,0.8571428571428571,1.661963124346755,1,1,2,[H]C3(CCC2C4([H])(CC=C1CC(O)CCC1(C)C4([H])(CCC23(C))))(C(C)=O)
316.240230264,4.803400000000004,34.14,4,4,23,4,0.9047619047619048,1.6266358596143042,1,0,2,CC(=O)C2CCC3C4CCC1CC(=O)CCC1(C)C4(CCC23(C))
973.1731177620001,0.10090000000000149,402.31999999999994,4,1,63,1,0.5,1.195362297351528,23,10,22,COc4cc(C=CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23)cc(OC)c4(O)
208.073558864,1.6215,55.760000000000005,1,0,15,0,0.18181818181818182,3.1959944283472947,4,1,4,COc1cc(C=CC=O)cc(OC)c1(O)
224.068473484,1.5071999999999999,75.99000000000001,1,0,16,0,0.18181818181818182,3.1632018147177554,4,2,4,COc1cc(C=CC(O)=O)cc(OC)c1(O)
1033.3761746700002,4.926200000000007,363.62999999999994,3,1,67,1,0.7948717948717948,1.295343174972356,35,9,19,CCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23
1061.407474798,5.706400000000008,363.62999999999994,3,1,69,1,0.8048780487804879,1.268788863737956,37,9,19,CCCCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23
98.07316494,1.5196,17.07,1,1,7,1,0.8333333333333334,2.2495440947344707,0,0,1,O=C1CCCCC1
114.06807956,1.1036000000000001,26.3,1,1,8,1,0.8333333333333334,2.26669651519302,0,0,2,O=C1CCCCCO1
314.112738308,0.6603999999999992,145.49,3,1,23,1,0.14285714285714285,1.7242836083462616,4,5,7,NC=2NC(=O)C=3N=C(CNc1ccc(cc1)C(O)=O)CNC=3(N=2)
130.026608672,0.10189999999999999,74.6,0,0,9,0,0.2,3.788427600543414,3,2,2,C=C(CC(O)=O)C(O)=O
228.039889386,-0.28850000000000026,124.29000000000002,0,0,14,0,0.8333333333333334,3.8792656880993572,6,4,4,CC(O)(CCOP(O)(O)=O)CC(O)=O
146.0579088,-0.6072000000000002,66.75999999999999,1,1,10,1,0.8333333333333334,2.5946561616242816,0,2,4,CC1(O)(CC(O)OC(=O)C1)
150.06807956,1.7038,37.3,1,0,11,0,0.2222222222222222,2.453018743531937,3,1,1,OC(=O)CCc1ccccc1
164.047344116,1.49,57.53,1,0,12,0,0.0,2.8915708103198634,2,2,2,OC(=O)C=Cc1ccccc1(O)
897.1570737740001,0.37810000000000277,363.62999999999994,4,1,58,1,0.4666666666666667,1.2105274077127728,21,9,19,CC(C)(COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23)C(O)C(=O)NCCC(=O)NCCSC(=O)C=Cc4ccccc4
244.034804006,-2.2326,144.52,0,0,15,0,0.8333333333333334,4.168429005238929,6,5,6,CC(O)C(O)C(O)C(=O)COP(O)(O)=O
352.2249741239999,3.251100000000002,94.83000000000001,1,1,25,1,0.7,2.4772080498794105,12,3,4,CCCCCC(O)C=CC1C(O)CC(=O)C1(CC=CCCCC(O)=O)
352.2249741239999,3.251100000000002,94.83000000000001,1,1,25,1,0.7,2.4772080498794105,12,3,4,CCCCCC(O)C=CC1C(=O)CC(O)C1(CC=CCCCC(O)=O)
352.2249741239999,3.408500000000002,86.99,2,2,25,2,0.75,1.82558721941656,10,3,4,CCCCCC(O)C=CC2C(O)CC1OC(=CCCCC(=O)O)CC12
131.058243148,-0.6226000000000003,80.39000000000001,0,0,9,0,0.6,3.264770519247031,4,2,3,[H]C(=O)C(N)CCC(O)=O
117.078978592,0.20000000000000012,63.32,0,0,8,0,0.8,2.822354554248032,4,2,2,NCCCCC(O)=O
116.047344116,0.44019999999999987,54.37,0,0,8,0,0.6,2.9276817135358595,4,1,2,[H]C(=O)CCCC(O)=O
192.027002596,-2.1634000000000007,132.13,0,0,13,0,0.5,4.147143330890465,5,4,5,OC(=O)C(=O)CC(O)C(O)C(O)=O
173.068807832,-0.4452000000000001,83.47,0,0,12,0,0.5714285714285714,3.943590589497214,5,2,3,[H]C(=O)CCC(NC(C)=O)C(O)=O
174.0640568,-0.49893000000000015,110.48000000000002,0,0,12,0,0.5,3.8629995693278536,6,4,3,N=CNC(CCC(O)=O)C(O)=O
472.181880488,-0.28042999999999785,226.62,3,1,34,1,0.3,1.6167861257976968,10,8,9,N=CN3C(CNc1ccc(cc1)C(=O)NC(CCC(O)=O)C(O)=O)CNC=2N=C(N)NC(=O)C=23
169.037507704,-0.07490000000000002,86.96000000000001,1,1,12,1,0.2857142857142857,2.8236436564090552,2,2,3,OC(=O)C1CC=CC(=N1)C(O)=O
118.07422756,-1.2528999999999997,89.34,0,0,8,0,0.75,3.3180871972839956,3,3,3,NCCC(N)C(O)=O
204.187800768,4.7252000000000045,0.0,2,2,15,2,0.7333333333333333,2.2598096071203555,1,0,0,CC(=C)C1CC=C2CCCC(C)C2(C)(C1)
264.13615912,2.2499,74.6,1,1,19,1,0.4666666666666667,3.150563970648453,3,2,3,CC(C=CC1(O)(C(C)=CC(=O)CC1(C)(C)))=CC(O)=O
564.0757560119998,-3.456079999999997,276.75999999999993,3,2,36,2,0.75,1.5926825417869037,9,8,15,CC1=CN(C(=O)NC1(=O))C3CC(O)C(COP(O)(=O)OP(O)(=O)OC2OC(CO)C(O)C(O)C2(O))O3
88.052429496,-0.043800000000000006,37.3,0,0,6,0,0.75,3.2575861612334887,1,1,2,CC(O)C(C)=O
86.036779432,0.1644000000000001,34.14,0,0,6,0,0.5,3.5677034550432034,1,0,2,CC(=O)C(C)=O
270.161979944,3.817400000000003,37.3,4,3,20,3,0.6111111111111112,1.7284412573952108,0,1,2,[H]C23(CCC4(C)(C(=O)CCC4([H])(C3([H])(CCc1cc(O)ccc12))))
350.1187948039999,3.293400000000001,80.67,4,3,24,3,0.6111111111111112,1.6464452296760643,2,1,4,CC23(CCC1c4ccc(cc4(CCC1C3(CCC2(=O))))OS(O)(=O)=O)
286.15689456399997,3.5230000000000032,57.53,4,3,21,3,0.6111111111111112,1.7468332876809411,0,2,3,[H]C23(CCC4(C)(C(=O)CCC4([H])(C3([H])(CCc1cc(O)c(O)cc12))))
446.19406791999984,1.3827999999999996,133.52,5,4,32,4,0.6666666666666666,1.346740537058054,3,4,7,[H]C24(CCC5(C)(C(=O)CCC5([H])(C4([H])(CCc1cc(ccc12)OC3OC(C(=O)O)C(O)C(O)C3(O)))))
716.1647374119999,-7.668899999999995,353.65000000000003,4,4,49,4,0.8461538461538461,1.5359877918482332,10,10,21,[*]C4OC(C(O)=O)C(OC3OC(C(=O)OC)C(OC2OC(C(O)=O)C(OC1OC(C([*])C(O)C1(O))C(=O)OC)C(O)C2(O))C(O)C3(O))C(O)C4(O)
524.45933116,11.542499999999986,26.3,1,1,38,1,0.6944444444444444,2.133276457973302,20,0,2,CCCCCCCCCCCCCCCC(=O)OCC=C(C)C=CC=C(C)C=CC1=C(C)CCCC1(C)(C)
464.31378912799994,2.739100000000002,118.22000000000001,4,4,33,4,0.8888888888888888,1.6245831096987056,5,5,6,[H]C13(CCC4(C)(C(CCC4(O)(C3(=CC(=O)C2([H])(CC(O)C(O)CC12(C)))))C(C)C(O)CCC(C)(C)O))
462.2981390639999,2.9473000000000016,115.06,4,4,33,4,0.8518518518518519,1.6310033094689835,5,4,6,[H]C14(CC(=O)C(O)CC4(C)(C2CCC3(C)(C(CCC3(O)(C2(=CC1(=O))))C(C)C(O)CCC(C)(C)O)))
60.057514876,0.3887,20.23,0,0,4,0,1.0,1.9747448713915894,1,1,1,CCCO
210.05282342,1.2042,86.99000000000001,1,0,15,0,0.1,3.1093406115030104,3,3,4,COc1cc(C=CC(O)=O)cc(O)c1(O)
386.1212969039999,-1.0197,155.14000000000001,2,1,27,1,0.47058823529411764,2.3496579167538267,7,5,9,COc2cc(C=CC(O)=O)cc(OC)c2(OC1OC(CO)C(O)C(O)C1(O))
310.16489928809,1.672,64.99000000000001,1,0,22,0,0.4375,2.711840341191915,7,1,5,COc1cc(C=CC(=O)OCC[N+](C)(C)C)cc(OC)c1(O)
136.052429496,1.1336,37.3,1,0,10,0,0.125,2.7828495900077543,2,1,2,O=CCc1ccc(O)cc1
160.09681972809,-0.26360000000000033,54.370000000000005,0,0,11,0,0.7142857142857143,3.7993255848657825,4,1,2,C[N+](C)(C)CC(=O)CC(=O)O
146.11755517209,0.5574000000000001,37.3,0,0,10,0,0.8571428571428571,3.2906175777248623,4,1,1,C[N+](C)(C)CCCC(O)=O
132.042258736,0.3259,74.6,0,0,9,0,0.6,3.1028259423155773,4,2,2,OC(=O)CCCC(O)=O
152.991820464,-0.0237,63.32,0,0,8,0,0.6666666666666666,3.3180871972839956,3,3,4,NC(CSS)C(O)=O
200.976564324,-1.0656999999999999,117.69,0,0,11,0,0.6666666666666666,3.817433669612366,4,3,5,NC(CSS(O)(=O)=O)C(O)=O
254.019153942,-1.3992,144.52,1,1,16,1,0.5714285714285714,2.917781747242926,3,5,5,OC(=O)C=1CC(O)C(O)C(C=1)OP(O)(O)=O
174.05282342,-1.5162,97.99000000000001,1,1,12,1,0.5714285714285714,2.809449955869897,1,4,4,OC(=O)C=1CC(O)C(O)C(O)C=1
320.0896028519999,0.4536999999999996,124.29,2,1,23,1,0.25,2.001749519239609,4,4,6,Oc1ccc(cc1)C=CC(=O)OC2CC(=CC(O)C2(O))C(=O)O
166.04773804,-2.8539999999999996,118.22,0,0,11,0,0.8,4.004971045712462,4,5,5,OCC(O)C(O)C(O)C(O)=O
202.02423932200003,-2.1902,127.45000000000002,0,0,12,0,1.0,3.712989784743618,5,5,5,OCC(O)C(O)COP(O)(O)=O
122.0579088,-2.3071999999999995,80.92,0,0,8,0,1.0,3.292478156075495,3,4,4,OCC(O)C(O)CO
120.04225873600001,-2.099,77.76,0,0,8,0,0.75,3.459728671545819,3,3,4,OCC(O)C(=O)CO
167.972858848,-1.4720999999999997,108.73999999999998,0,0,10,0,0.3333333333333333,4.210731189423735,3,2,4,OC(=O)C(=O)CS(O)(=O)=O
448.1005614599999,0.4886999999999991,190.27999999999997,4,1,32,1,0.2857142857142857,1.921103948331954,3,7,11,CC4OC(OC=2C(=O)c3c(O)cc(O)cc3(OC=2(c1ccc(O)c(O)c1)))C(O)C(O)C4(O)
164.068473484,-2.1938,90.15,1,1,11,1,1.0,2.625358332036857,0,4,5,CC1OC(O)C(O)C(O)C1(O)
164.068473484,-2.3496,97.99,0,0,11,0,0.8333333333333334,4.010664407384932,4,4,5,CC(O)C(O)C(O)C(=O)CO
288.063388104,2.2155000000000005,107.22000000000001,3,1,21,1,0.13333333333333333,2.0139232497137,1,4,6,Oc1cc(O)c2C(=O)CC(Oc2(c1))c3ccc(O)c(O)c3
272.068473484,2.509900000000001,86.99000000000001,3,1,20,1,0.13333333333333333,1.9989096999227665,1,3,5,Oc1ccc(cc1)C2CC(=O)c3c(O)cc(O)cc3(O2)
230.0579088,2.0343999999999993,77.75999999999999,2,0,17,0,0.0,2.521690657933588,2,3,4,Oc1cc(O)c(c(O)c1)C(=O)c2ccccc2
887.1363383300001,-0.3158999999999978,383.85999999999996,4,1,57,1,0.5,1.228211953528376,20,10,20,CC(C)(COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23)C(O)C(=O)NCCC(=O)NCCSC(=O)c4cccc(O)c4
242.26096570800001,5.460000000000006,20.23,0,0,17,0,1.0,2.846262262649495,14,1,1,CCCCCCCCCCCCCCCCO
381.2644100099999,4.2652000000000045,113.01000000000002,0,0,25,0,1.0,3.3301907440170124,18,4,4,CCCCCCCCCCCCCCCC(O)C(N)COP(O)(O)=O
379.11146049199994,-4.006699999999993,195.23999999999998,2,2,26,2,0.7142857142857143,2.244554181448767,5,7,10,CC(=O)NC2C(O)OC(CO)C(O)C2(OC1OC(=CC(O)C1(O))C(O)=O)
395.106375112,-4.183899999999993,193.46999999999997,2,2,27,2,0.8571428571428571,2.3195786313839983,7,6,11,[*]OC2OC(C(O)=O)C(OC1OC(CO)C(O)C(O[*])C1(NC(C)=O))C(O)C2(O)
77.029920224,-0.12509999999999988,26.02,0,0,4,0,1.0,1.9747448713915894,1,2,2,NCCS
152.120115132,2.2797,20.23,1,1,11,1,0.6,2.620729102033821,1,1,1,CC(=C)C1CC=C(C)C(O)C1
148.073558864,-0.5496000000000001,77.75999999999999,0,0,10,0,0.8333333333333334,4.172476495163774,3,3,3,CC(C)(CO)C(O)C(O)=O
219.110672644,-1.0432999999999995,106.86000000000001,0,0,15,0,0.7777777777777778,4.050539880408987,6,4,4,CC(C)(CO)C(O)C(=O)NCCC(O)=O
288.208930136,4.167300000000004,34.14,4,4,21,4,0.8947368421052632,1.6516969263382926,0,0,2,[H]C23(CCC1C4CCC(=O)C4(C)(CCC1C3(C)(CCC(=O)C2)))
290.2245802,3.959100000000003,37.3,4,4,21,4,0.9473684210526315,1.6375393766570923,0,1,2,[H]C23(CCC1([H])(C4([H])(CCC(=O)C4(C)(CCC1([H])C3(C)(CCC(O)C2)))))
154.026608672,0.796,77.75999999999999,1,0,11,0,0.0,3.232208870305491,1,3,3,Oc1ccc(O)c(c1)C(O)=O
44.00106262,-0.1584,53.470000000000006,0,0,3,0,0.0,3.2659863237109046,0,0,1,[N-]=[N+]=O
290.2245802,3.671000000000003,40.46,4,4,21,4,0.8947368421052632,1.6770410385167394,0,2,2,[H]C24(CC=C1CC(O)CCC1(C)C4([H])(CCC3(C)(C(O)CCC23([H]))))
290.2245802,3.671000000000003,40.46,4,4,21,4,0.8947368421052632,1.6733289996754512,0,2,2,[H]C24(CCC1=CC(O)CCC1(C)C4([H])(CCC3(C)(C(O)CCC23([H]))))
464.24101811199984,1.7956999999999987,133.52,5,5,33,5,0.84,1.3390499614794493,3,4,7,[H]C25(CCC1=CC(=O)CCC1(C)C5([H])(CCC3(C)(C(CCC23([H]))OC4OC(C(O)=O)C(O)C(O)C4(O))))
212.083729624,3.268200000000002,40.46,2,0,16,0,0.0,2.2383181878451808,2,2,2,Oc2cc(O)cc(C=Cc1ccccc1)c2
132.057514876,1.8987,17.07,1,0,10,0,0.0,2.7587670006154434,2,0,1,[H]C(=O)C=Cc1ccccc1
75.068413908,0.1903999999999999,23.06,0,0,5,0,1.0,3.0237157840738176,0,0,1,C[N+](C)(C)[O-]
45.057849223999995,-0.1644000000000001,12.03,0,0,3,0,1.0,1.6329931618554523,0,1,1,CNC
202.142975816,-0.7355299999999991,102.44,0,0,14,0,0.75,3.4716746306765605,5,4,3,CN(C)C(=N)NCCCC(N)C(O)=O
168.042258736,0.7248999999999999,77.76,1,0,12,0,0.125,2.9694149923977777,2,3,3,OC(=O)Cc1cc(O)ccc1(O)
152.047344116,1.0193,57.53,1,0,11,0,0.125,2.7909314514807626,2,2,2,OC(=O)Cc1cccc(O)c1
200.032087976,-0.36979999999999974,108.74000000000001,0,0,14,0,0.25,4.007198124737052,6,2,4,OC(=O)C=CC(=O)CC(=O)CC(O)=O
74.036779432,-0.43229999999999996,37.3,0,0,5,0,0.6666666666666666,2.8473789230876716,1,1,2,CC(=O)CO
169.073893212,0.08989999999999998,86.71000000000001,1,0,12,0,0.25,2.962539757428968,2,4,4,NCC(O)c1ccc(O)c(O)c1
183.089543276,0.35060000000000013,72.72,1,0,13,0,0.3333333333333333,2.8351682624881787,3,4,4,CNCC(O)c1ccc(O)c(O)c1
136.052429496,1.3137,37.3,1,0,10,0,0.125,2.6742416022951265,2,1,1,OC(=O)Cc1ccccc1
885.1570737740001,-0.09259999999999602,363.62999999999994,4,1,57,1,0.5172413793103449,1.2171692984366633,21,9,19,CC(C)(COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23)C(O)C(=O)NCCC(=O)NCCSC(=O)Cc4ccccc4
92.062600256,1.99502,0.0,1,0,7,0,0.14285714285714285,3.0214653097240864,0,0,0,Cc1ccccc1
86.07316494,0.9213,20.23,1,1,6,1,1.0,2.184105569636068,0,1,1,OC1CCCC1
84.057514876,1.1295,17.07,1,1,6,1,0.8,2.3673518510178746,0,0,1,O=C1CCCC1
100.052429496,0.7135,26.3,1,1,7,1,0.8,2.2495440947344707,0,0,2,O=C1CCCCO1
295.10558726400006,-0.9322200000000003,123.17000000000002,2,1,21,1,0.5,2.1170002198012026,4,4,7,[H]C(C#N)(OC1OC(CO)C(O)C(O)C1(O))c2ccccc2
133.052763844,1.2435800000000001,44.019999999999996,1,0,10,0,0.125,2.8758596941452845,1,1,2,N#CC(O)c1ccccc1
